genres,acousticness,danceability,duration_ms,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence
alternative metal,0.059322087426016724,0.4502757653677894,0.13295096829411765,0.8324957495389181,0.10702140335935999,0.21024273574334745,0.8478474082345591,0.06471543500923871,0.512885758956433,0.419258211794369
alternative pop,0.10278631849201714,0.46505216683584694,0.11536116761265551,0.7433134921372336,0.15562131167555385,0.1699513945230704,0.764331055758559,0.028843699237927112,0.5243375643865121,0.5816528922542433
alternative pop rock,0.18380211466292098,0.5975604290350784,0.10998826672115414,0.7144125745882838,1.1464021197356628e-05,0.18926324264416933,0.8746758604771204,0.046462957768789115,0.47536855352797935,0.6210016433973116
alternative r&b,0.3238918704215369,0.6637679477825408,0.1255860944886327,0.5380501240743324,0.02799985750774476,0.16448503047423388,0.7816412923407828,0.1290535437875504,0.44420303898814295,0.44586906077124167
alternative rock,0.15755003408640483,0.46885642373305203,0.1305323967760894,0.7065666258786117,0.16686788047069434,0.19063703336475893,0.7806855678097118,0.04433007380582252,0.5079713717490015,0.509102719389435
alternative roots rock,0.3164608956921534,0.4962857372377154,0.13386036244565563,0.5750458509839332,0.12082218127371916,0.14276603214229985,0.7879805326684437,0.03559732193660889,0.4596291340813825,0.41048833447305244
ambeat,0.5171150668811343,0.7326143635062033,0.1361339210951169,0.6371888911583395,0.3044964957757296,0.13308939623594793,0.8003935170719916,0.08793018561778619,0.3514574017672541,0.7029969262451442
ambient,0.6827410465260323,0.31427838924383333,0.20545226653106674,0.2909794577920529,0.7860347908910347,0.11777442942961827,0.4986065707627904,0.02147659957075943,0.40353416390898755,0.18946803362070289
ambient black metal,0.0013275294721854106,0.2272825968950169,0.20171550777220698,0.767894917266578,0.7743783602150538,0.3358016504568228,0.7541884362067072,0.03796153632925312,0.425129660173486,0.24215711493611436
ambient folk,0.6423035633375866,0.5217914809699056,0.12442372739236916,0.37556766199767333,0.14252260626780586,0.15902982031328214,0.676717547194021,0.04390610595535316,0.4577693226749843,0.32800102787620666
ambient house,0.04078499374977861,0.6313761006576806,0.13919673769312788,0.8420999824416183,0.13941532258064518,0.3611847922192749,0.6768345638701164,0.026524483748257815,0.437919063650687,0.47570241775108385
ambient idm,0.479415956309575,0.3238490591912417,0.2065388242690978,0.578598841146813,0.46623704637096774,0.10864279398762157,0.7231068199024595,0.038106711133930535,0.6541319373169847,0.23957622056220768
ambient pop,0.7430968782039095,0.29158100440548784,0.1225459642316134,0.25163167532044034,0.7264971774193549,0.09633804892425574,0.557802067168626,0.014382244553541644,0.335574512276405,0.180787206968073
ambient techno,0.09078842147191007,0.7194001451353932,0.19730270607223163,0.5488750094062759,0.47925907258064515,0.06891025641025642,0.6302821730985505,0.011321959670941064,0.5103541481584158,0.857516683943846
ambient worship,0.6762049529394419,0.2672948201385733,0.1446654091673953,0.2977095003166228,0.4593718053639644,0.11996393261280967,0.5993466943350074,0.015042183427975545,0.3710239603250099,0.15425164115960688
american choir,0.8656737389595394,0.25375363648765065,0.1878261048749852,0.2694649485449483,0.2610469124847519,0.16139800305621804,0.5370494121660847,0.09937291862049831,0.43337450077520384,0.20065253007112158
american contemporary classical,0.9494106046398302,0.32653641291212554,0.22072162037858092,0.12949296701195726,0.4880515646666639,0.13597965088510133,0.3586246682553924,0.032320115935210336,0.3366878946401035,0.28639001763689914
american folk revival,0.8232933642878647,0.5470043587303174,0.08907698979824828,0.25650700005940696,0.028205032555049393,0.1492475727059022,0.5953965072312786,0.060466316383206105,0.4411756955400508,0.5651065245622391
american metalcore,0.0032564899745184906,0.36674685301898774,0.12837164322825118,0.9714049213635336,0.0003491263440859879,0.20855437665782492,0.8896402524956905,0.25242101653901655,0.7052228188573738,0.2527370726675594
american modern classical,0.9028531200365856,0.36538488974094335,0.15399693254345015,0.2523750233990409,0.4790459972534039,0.21788650006293248,0.5289231302779007,0.11516915693974084,0.4713719180404369,0.38166491216194476
american post-rock,0.3090725270713022,0.44349112045666245,0.16909449956883835,0.4682939363125983,0.6814341462468982,0.1460368419710263,0.6609588082901733,0.02271608797074566,0.4315324430754298,0.23466341646648736
american primitive,0.5130931087135842,0.3618071070630655,0.0996684176456713,0.4248710295064422,0.8290490591397849,0.1257423371647509,0.6344214973643051,0.019488042434047642,0.4251249212081925,0.500261935140928
american romanticism,0.9513344993622611,0.28132852109404755,0.12201089000801363,0.17182146067774118,0.4058119674681402,0.138252365982251,0.469981532592696,0.02132272263343775,0.40768972164161554,0.27797280084234516
american shoegaze,0.1946553933765297,0.30085881297533273,0.1821394358173799,0.730470481016045,0.5698924731182796,0.18280282935455347,0.7519349078600701,0.02226088120338687,0.44052704197922765,0.3589126743278779
anadolu rock,0.5640547892567357,0.46234765069225026,0.14585686779378712,0.44365013670454256,0.2058991935483871,0.1570291777188329,0.6103592572400124,0.014065763479344877,0.34903445032853164,0.623633813818382
anarcho-punk,0.05326412694239726,0.2853512191521868,0.10311837367153283,0.8748689532752423,0.009374367665412903,0.2686979743267776,0.7881598271221203,0.11173542245767669,0.730510676423993,0.50830436051146
andean,0.5912590916146464,0.6055631424669591,0.1585805624756036,0.4600925628735954,0.27842539362519203,0.12180765321159405,0.6864560850539599,0.03868889172819836,0.4893445346939988,0.4718427615479108
anglican liturgy,0.9247152808562129,0.19466170311241138,0.11061087286909259,0.17287648096587824,0.26669724462365585,0.2027925139994106,0.5500871564504292,0.03939513752544298,0.29064401481925783,0.26721913758816274
animal singing,0.8092363195734218,0.8235805015742051,0.059077261879730225,0.6387990066972683,0.0,0.1893236074270557,0.8437648540105797,0.021611223952455353,0.44637376458820166,0.9205221268962523
anime,0.1562695914507623,0.49390213861808907,0.13043329144797794,0.7936947783813612,0.12690519749588297,0.16743979556479555,0.8550994048025647,0.048416094597473446,0.5775201023054134,0.4764364161633456
anime latino,0.19098606354561368,0.46766411196811936,0.13211485951733673,0.888414693140406,0.00340891705069123,0.29067986611090063,0.917306892931317,0.03549356464973654,0.6066499919989177,0.5592457488799542
anime rock,0.06983839930582844,0.5027256341342542,0.12932486939142282,0.8648102981629604,0.03131057904411764,0.23664313205388252,0.895227515020937,0.06403413827770107,0.5176689779962165,0.553041634433914
anime score,0.28928173807821145,0.46042603603973314,0.11306395423894648,0.6979431631674088,0.35712865691031936,0.1900982877922532,0.7713121297191458,0.05651626558201183,0.5017013186515493,0.42114289462890514
ann arbor indie,0.2506057985144101,0.5482360907153347,0.11473990815209063,0.4583824549961957,0.05812097009408599,0.12298113763631001,0.7745142124997467,0.05359141873783911,0.322663365747955,0.3639890029970849
anthem emo,0.09395282412844352,0.4716687903669719,0.10847564547384458,0.7661173401560186,0.013901169214829739,0.20939028882994395,0.8488960479384535,0.055472521269447204,0.5369484025426605,0.4311309986209592
anthem worship,0.21906483117044964,0.46455038622065853,0.15827169685771794,0.6077327300688509,0.010243480004928024,0.21430464207433333,0.8096436224371523,0.030885381041686123,0.48039995645396194,0.3307662303577788
anti-folk,0.4216094399366453,0.49282904811856787,0.1235899672086054,0.5458487989870419,0.12279460269902873,0.18332973899762045,0.7453207642074834,0.03685041497380137,0.4745876755619575,0.5066478174892886
antilliaanse folklore,0.9342367312213639,0.5773360227188317,0.09011341981649422,0.6628790729174505,0.4386592741935484,0.07830459770114942,0.669214231975781,0.04186310920495966,0.6301605100191991,0.9610302041555817
antiviral pop,0.1746433344398044,0.6409877710125126,0.10597319492767211,0.7197799390590423,0.016490652912312095,0.21050014304324646,0.8179848317763941,0.09552016511165279,0.5368668227402397,0.6371679095924208
appalachian folk,0.7862101624034264,0.5396031565222551,0.09720029152084675,0.3257128565800178,0.11491707226122813,0.17937289160834163,0.6412474561165736,0.039537952732624955,0.4878424238900843,0.6630116762169155
arab folk,0.8678312363346583,0.39889421281967746,0.21593644142434038,0.2730779351991852,0.32485142526185384,0.2798456250466041,0.6004504287088125,0.04111541095916802,0.3910574856278285,0.4836738663800621
arab groove,0.9558231476906871,0.2575524687301797,0.10943797787536959,0.22893621290791882,0.3850806451612903,0.23740053050397875,0.5017203374195002,0.02101237788316087,0.6928744292931798,0.37545774554603434
arab pop,0.5192710696177567,0.5560426123140043,0.18800462032226925,0.5151569303238989,0.03799167269119415,0.17647050488562424,0.7309481719755454,0.04048104935954286,0.5148420100962748,0.5918679486238079
arab trap,0.05290852765057298,0.7712117662520215,0.07187819762626403,0.9051847392580329,0.00024395161290322582,0.16666666666666666,0.8148309373737072,0.03157384492344538,0.34949287268547297,0.7015734055072185
arabesk,0.3182708473176498,0.3266346302190174,0.1479055380150128,0.671407429703765,3.074596774193548e-05,0.08178603006189213,0.8489006575629984,0.019052518020015292,0.757465559104762,0.5313369289237073
arabic hip hop,0.8303207263574123,0.3411195995634511,0.23536037105993582,0.4296034314094363,0.0,0.3318965517241379,0.8813696078138734,0.015677203811264577,0.42549523749610996,0.4216061879933717
arabic jazz,0.9568271670613533,0.3650755104023223,0.21784703526730043,0.16321769884867182,0.19266683467741935,0.16942970822281164,0.4902481528608508,0.02547650312699236,0.5186130041016676,0.37802154790421977
argentine ambient,0.8335335883435439,0.47950676822334853,0.08223791805897451,0.3718875260240298,0.6290322580645161,0.11251105216622458,0.5939353576718623,0.016548252639329273,0.5458821709621083,0.3204898229865392
argentine hardcore,0.010850156213365844,0.7021296047631838,0.12936173262649744,0.6528457119923746,0.01159944556451613,0.38726790450928367,0.7435966751141866,0.03598352961552293,0.41646605790875724,0.6667056934358969
argentine heavy metal,0.05099085065260044,0.580400150849385,0.177111187235644,0.7924348458624927,0.08234148185483871,0.15100022104332447,0.8395194787364052,0.11479983841743993,0.6223716820621789,0.5132621222985
argentine hip hop,0.3266343286752993,0.8051957327908852,0.16004116095030407,0.6352371635688666,0.000580585181451613,0.10410035366931918,0.8565710135179093,0.15369851998823345,0.5938105185210668,0.5637092066997285
argentine indie,0.6914744094835209,0.47067518160290545,0.147305622091984,0.24884168431463186,0.013034610455069052,0.16006957601785188,0.610137563308065,0.018578755599393735,0.41347992258441596,0.30775505041595247
argentine metal,0.018571065173788925,0.6241336159854638,0.1626035168570285,0.8158878270248575,0.007469758064516029,0.08421750663129973,0.8378820244869004,0.21721612640473492,0.825317870746738,0.6800374656984609
argentine punk,0.00802886178179382,0.6475324126187798,0.12619952940029522,0.5808563473549552,0.007251335685483871,0.29299292661361614,0.7092601599351593,0.021801765883594507,0.5151037519452076,0.5518473477891905
argentine reggae,0.09848208246219035,0.7838314347008186,0.1353328909527198,0.5492159578747482,0.00027257982377530243,0.08859743917215175,0.7976242415430796,0.053499273063203595,0.49496015132788346,0.8084858629564079
argentine rock,0.2296553606909794,0.5933185349447336,0.14251252432015743,0.6133904931700102,0.040487647360000205,0.18748546459649734,0.7503579362016889,0.027022071139099456,0.45744380493541986,0.6099802743425673
arkansas country,0.5089202300981986,0.5828440124775597,0.09662367570969553,0.5015955645681229,0.009153478882280646,0.2042783505193058,0.7460079143071485,0.034890544257237574,0.461868110980741,0.6299757313217011
arkansas indie,0.23744728797902065,0.41243021787450945,0.14513603479265236,0.5028469661624902,0.10853326612903226,0.16445623342175067,0.7315508813276048,0.009525421463057617,0.3642088106247572,0.16778975453301626
armenian folk,0.9986613075057785,0.08410424606734515,0.15928221978311602,0.1318467236896012,0.9042338709677419,0.10477453580901845,0.49325404307854365,0.02616608344921032,0.28071211070032465,0.04438540102569183
art pop,0.32970032320699805,0.5425411138875246,0.13821945704411737,0.5641950054443025,0.20652934109960494,0.16135312401506663,0.7497498811255324,0.0417357806659183,0.4834129009007995,0.43950468191498643
art punk,0.16807458400495065,0.5525996324428102,0.1174321618069005,0.7118379623430868,0.19927082077512298,0.20020348216242792,0.7538860745569127,0.05576737411299631,0.5262787218035773,0.6378711533179393
art rock,0.30577089760200876,0.483371288867481,0.15490078692990938,0.5666410076264105,0.20379919486024053,0.1914620208982807,0.6985184171982305,0.03645098296227694,0.47850954031146287,0.5155878702751794
asbury park indie,0.0009696015866397633,0.5539372260855158,0.12139278840652513,0.8148844909323499,0.0018951612903225807,0.07847038019451813,0.8593857006596245,0.01121307856743298,0.2968961607447505,0.4513462953483225
asian american hip hop,0.14678744648686715,0.7736630687564641,0.09616530345755407,0.6645082996200462,0.0005803127400153226,0.1804071407519683,0.8215506138485253,0.09958150065604215,0.406962180451007,0.4993504423596796
asmr,0.48289767237162967,0.1396918634660694,0.10663553019509317,0.3065275373951722,0.9245071684587814,0.21799783868749378,0.48417412026119383,0.04552272407287038,0.24983855776110778,0.022689935736869577
athens indie,0.18293553787849093,0.5177320540521864,0.1350914877776209,0.6101765115039252,0.2745244054739503,0.16323404804008243,0.744684801655956,0.016130455970046625,0.4846300412582813,0.552078619040009
atl hip hop,0.12455721689013606,0.7511139883458015,0.1306527417024664,0.6552754433889916,0.013623402504325402,0.1976770133767648,0.8279455588297384,0.17406764185384344,0.4969794326163992,0.5363639520703471
atl trap,0.14120966938753493,0.7372548136990378,0.12009108475051498,0.6648912950785119,0.005060847242366028,0.19705709643255645,0.8333059366501774,0.17717625721981684,0.5007055837031115,0.5348769158064828
atlanta indie,0.15118696374823404,0.5815143792604953,0.12895326265800433,0.7175107231544885,0.1244085685483871,0.27890141467727664,0.797151767378849,0.03658237568481741,0.4416987269695959,0.5783570641728276
atmosphere,0.8203051208802358,0.26042141739416086,0.1103136163172975,0.15818770882572303,0.842630088325653,0.11618796501801425,0.40548965328659203,0.03357888674110786,0.3353428868112426,0.14493005554748134
atmospheric black metal,0.0013275294721854106,0.2272825968950169,0.20171550777220698,0.767894917266578,0.7743783602150538,0.3358016504568228,0.7541884362067072,0.03796153632925312,0.425129660173486,0.24215711493611436
atmospheric dnb,0.030117287936450233,0.6943300058854117,0.14633597728959855,0.7887977525271528,0.01058467741935484,0.055481874447391694,0.7624857603874977,0.041046500928649005,0.47431721851037173,0.6687567353224452
atmospheric post-metal,2.3915741409268903e-05,0.25643824031906937,0.19685749115663348,0.7165575538666065,0.8225806451612903,0.7557471264367815,0.7516805633031884,0.03603797016727697,0.4207398308946732,0.23701241820402225
atmospheric post-rock,0.009454569288139826,0.9015764903519251,0.17205496168322018,0.8881280256854039,0.001118951612903226,0.1810344827586207,0.9306466424181186,0.06902894453022755,0.5643710989834599,0.8728354030340038
atmospheric sludge,2.3915741409268903e-05,0.25643824031906937,0.19685749115663348,0.7165575538666065,0.8225806451612903,0.7557471264367815,0.7516805633031884,0.03603797016727697,0.4207398308946732,0.23701241820402225
auckland indie,0.025521916377395298,0.5347167859938634,0.1236540794740123,0.7071094723288267,0.023439096102150506,0.3215811965811965,0.8580161530456462,0.03954031233012039,0.503501507630761,0.35606685371029195
audiophile vocal,0.6424017674810548,0.504354061791108,0.10248545796514374,0.2626148610797568,0.00014799395161290324,0.11892130857648099,0.5406101537566892,0.011866365188481397,0.2738435124323966,0.5215261118997179
aussietronica,0.12192774757999866,0.6709544223439939,0.14053311826833192,0.6896974105567679,0.14040537214381715,0.13143097922192748,0.8357565577353366,0.030419251554995,0.47011501357174185,0.36959091114972
austin americana,0.39361685347718806,0.5702096035061056,0.1536921636288228,0.6218781615538332,0.008654629956317137,0.22621711980548176,0.8135058555913516,0.0591661312374532,0.43576452692985096,0.4937131293173363
austin hip hop,0.015358203187657085,0.9383460279185644,0.09978081091698783,0.4707402112022474,0.0,0.03503536693191866,0.8220344020965801,0.4861524520697115,0.5935186369444319,0.6615780887195261
austin singer-songwriter,0.46929209432202407,0.5369916689998802,0.1620236014509607,0.6373859750336535,0.03410329880712359,0.31517922929560854,0.7431371207443663,0.0441450756659833,0.5284868317173635,0.5533941752119624
austindie,0.367536605957503,0.6191612769535704,0.1318400617237213,0.5886151385329007,0.050880489168449596,0.14223574045002607,0.7811567815926673,0.040455802424923075,0.4151989521449182,0.5803770613777598
australian alternative pop,0.6488302803960149,0.543723465650338,0.13645105637764085,0.30644392605412984,0.001512778897849395,0.1535452893211513,0.7774729689359192,0.02764202729676434,0.4871917299356972,0.17709920576251617
australian alternative rock,0.18004679997562867,0.5523609023916867,0.1172072203304691,0.702089168708177,0.02654043189684133,0.18338377419196383,0.7918281327426844,0.04243999758504666,0.48134180933109655,0.5765931681503961
australian children's music,0.6039438513411972,0.7828763449308324,0.06158590424894692,0.36158037976271096,6.442162298387098e-06,0.16859734195402298,0.6377645219591318,0.09002938736934998,0.49754715489932244,0.8188513396294623
australian choir,0.9969879418880014,0.2575524687301797,0.08244624270006583,0.019038302355331473,3.5282258064516144e-06,0.060123784261715295,0.31314963867407286,0.03298929926905052,0.5748974047491784,0.29341607008410125
australian country,0.40008181189688297,0.5852135512622617,0.11109166665584749,0.4990740043979565,2.148320192492319e-05,0.10827392793987611,0.721049139723139,0.027589379826675288,0.4083384474711407,0.5402638445632558
australian dance,0.10594498140180823,0.6130818852211964,0.1338800188096321,0.742915434032964,0.11103804543599718,0.205689552758953,0.8315950003115521,0.04874784865886705,0.5267527739053695,0.46254425161510043
australian electropop,0.15681976276958434,0.5587865781395426,0.1384267640130905,0.6454656129624312,0.11373364212674819,0.14525083211599327,0.8073483464482272,0.02922892790765937,0.5724101095740982,0.4008044188565599
australian garage punk,0.20820166790642974,0.39943088641155605,0.11328026728179512,0.7790570312957251,0.35957163138440845,0.16382994400235776,0.8446953015372842,0.04321504957351835,0.518700529889227,0.4270756330241672
australian hip hop,0.1612995618934702,0.6554316619839144,0.12489443896001269,0.727991554060107,0.1398835822142617,0.18954024304239808,0.832218931604544,0.06770234494230663,0.5179223284061373,0.5908229427103714
australian house,0.08593359337855762,0.630659810964824,0.16381819805234377,0.8102261447885647,0.3447200460829492,0.2326875710496399,0.8604033329776176,0.023508866042167693,0.49607901688875833,0.5596852578556432
australian indie,0.1737636656468911,0.5947637299921086,0.1421785346598065,0.6896902340211237,0.08551552429934224,0.15387018029446817,0.8251298406326043,0.04260662675548953,0.476414368337827,0.4385916540873681
australian indie folk,0.35012057290933873,0.5193806699464982,0.14843020805521032,0.5444110928095175,0.037125470430107464,0.15288011265022755,0.7415056693821306,0.08882161364710281,0.46781524529548957,0.3894523081960108
